,0
2878,482
2879,41
2880,499
2881,85
2882,112
2883,457
2884,41
2885,430
2886,85
2887,-1
2888,112
2889,407
2890,41
2891,431
2892,85
2893,510
2894,112
2895,-1
2896,-1
2897,85
2898,112
2899,403
2900,41
2901,287
2902,494
2903,112
2904,411
2905,41
2906,-1
2907,85
2908,442
2909,112
2910,83
2911,-1
2912,85
2913,426
2914,112
2915,487
2916,41
2917,-1
2918,85
2919,513
2920,112
2921,288
2922,41
2923,329
2924,85
2925,435
2926,112
2927,-1
2928,41
2929,369
2930,85
2931,403
2932,112
2933,-1
2934,41
2935,-1
2936,85
2937,502
2938,112
2939,411
2940,41
2941,-1
2942,491
2943,112
2944,218
2945,41
2946,475
2947,85
2948,513
2949,426
2950,41
2951,442
2952,85
2953,-1
2954,112
2955,41
2956,321
2957,85
2958,430
2959,-1
2960,389
2961,41
2962,85
2963,502
2964,112
2965,426
2966,435
2967,85
2968,512
2969,112
2970,374
2971,41
2972,-1
2973,85
2974,-1
2975,-1
2976,41
2977,85
2978,-1
2979,112
2980,304
2981,41
2982,-1
2983,-1
2984,112
2985,154
2986,41
2987,428
2988,85
2989,349
2990,112
2991,41
2992,-1
2993,85
2994,-1
2995,41
2996,484
2997,112
2998,41
2999,273
3000,85
3001,453
3002,112
3003,-1
3004,41
3005,-1
3006,-1
3007,112
3008,396
3009,41
3010,329
3011,85
3012,454
3013,112
3014,259
3015,302
3016,85
3017,453
3018,112
3019,41
3020,499
3021,85
3022,513
3023,112
3024,457
3025,41
3026,426
3027,85
3028,386
3029,112
3030,288
3031,41
3032,259
3033,85
3034,312
3035,-1
3036,374
3037,41
3038,85
3039,442
3040,112
3041,-1
3042,41
3043,479
3044,85
3045,374
3046,112
3047,407
3048,41
3049,-1
3050,85
3051,-1
3052,112
3053,318
3054,41
3055,505
3056,-1
3057,495
3058,112
3059,428
3060,41
3061,-1
3062,85
3063,112
3064,411
3065,41
3066,175
3067,85
3068,112
3069,413
3070,41
3071,304
3072,85
3073,-1
3074,112
3075,218
3076,256
3077,85
3078,-1
3079,112
3080,324
3081,41
3082,-1
3083,85
3084,-1
3085,112
3086,487
3087,-1
3088,85
3089,464
3090,112
3091,-1
3092,41
3093,501
3094,85
3095,502
3096,112
3097,340
3098,41
3099,-1
3100,85
3101,502
3102,112
3103,403
3104,41
3105,-1
3106,85
3107,401
3108,112
3109,352
3110,41
3111,417
3112,85
3113,507
3114,112
3115,487
3116,41
3117,427
3118,85
3119,513
3120,112
3121,45
3122,41
3123,443
3124,85
3125,374
3126,112
3127,312
3128,41
3129,349
3130,85
3131,514
3132,112
3133,349
3134,41
3135,352
3136,85
3137,229
3138,41
3139,479
3140,428
3141,112
3142,487
3143,41
3144,-1
3145,85
3146,-1
3147,112
3148,41
3149,386
3150,85
3151,413
3152,112
3153,41
3154,85
3155,513
3156,457
3157,41
3158,-1
3159,85
3160,112
3161,217
3162,499
3163,85
3164,-1
3165,112
3166,457
3167,41
3168,-1
3169,85
3170,472
3171,112
3172,217
3173,41
3174,499
3175,513
3176,112
3177,426
3178,41
3179,431
3180,85
3181,483
3182,374
3183,41
3184,217
3185,85
3186,510
3187,112
3188,469
3189,41
3190,493
3191,85
3192,-1
3193,112
3194,-1
3195,41
3196,455
3197,85
3198,-1
3199,112
3200,355
3201,41
3202,-1
3203,85
3204,512
3205,112
3206,352
3207,41
3208,352
3209,85
3210,273
3211,112
3212,413
3213,41
3214,483
3215,112
3216,333
3217,41
3218,459
3219,85
3220,416
3221,112
3222,403
3223,41
3224,-1
3225,85
3226,502
3227,112
3228,-1
3229,41
3230,282
3231,85
3232,375
3233,55
3234,41
3235,-1
3236,85
3237,514
3238,112
3239,282
3240,41
3241,417
3242,85
3243,502
3244,112
3245,458
3246,41
3247,499
3248,85
3249,112
3250,457
3251,41
3252,497
3253,85
3254,-1
3255,45
3256,413
3257,41
3258,349
3259,85
3260,83
3261,457
3262,41
3263,293
3264,85
3265,360
3266,112
3267,426
3268,41
3269,360
3270,85
3271,267
3272,41
3273,349
3274,85
3275,-1
3276,112
3277,411
3278,41
3279,499
3280,85
3281,-1
3282,112
3283,303
3284,41
3285,-1
3286,502
3287,112
3288,401
3289,41
3290,355
3291,85
3292,-1
3293,112
3294,482
3295,41
3296,229
3297,85
3298,112
3299,468
3300,41
3301,500
3302,85
3303,-1
3304,112
3305,457
3306,41
3307,303
3308,85
3309,464
3310,112
3311,469
3312,41
3313,374
3314,85
3315,513
3316,112
3317,394
3318,41
3319,333
3320,85
3321,464
3322,112
3323,41
3324,455
3325,85
3326,512
3327,112
3328,-1
3329,41
3330,426
3331,85
3332,112
3333,446
3334,41
3335,288
3336,85
3337,381
3338,112
3339,282
3340,41
3341,85
3342,-1
3343,112
3344,304
3345,41
3346,479
3347,85
3348,112
3349,486
3350,41
3351,-1
3352,248
3353,112
3354,272
3355,41
3356,499
3357,85
3358,-1
3359,457
3360,41
3361,477
3362,85
3363,-1
3364,112
3365,428
3366,474
3367,85
3368,512
3369,112
3370,256
3371,41
3372,386
3373,85
3374,431
3375,112
3376,159
3377,41
3378,304
3379,85
3380,502
3381,112
3382,411
3383,41
3384,267
3385,85
3386,514
3387,112
3388,-1
3389,41
3390,497
3391,85
3392,512
3393,112
3394,478
3395,41
3396,-1
3397,85
3398,-1
3399,112
3400,482
3401,41
3402,324
3403,112
3404,185
3405,41
3406,459
3407,85
3408,-1
3409,-1
3410,41
3411,85
3412,502
3413,112
3414,335
3415,-1
3416,85
3417,112
3418,433
3419,41
3420,-1
3421,85
3422,511
3423,352
3424,41
3425,303
3426,85
3427,-1
3428,-1
3429,41
3430,-1
3431,85
3432,-1
3433,112
3434,360
3435,41
3436,-1
3437,85
3438,453
3439,112
3440,288
3441,41
3442,352
3443,85
3444,-1
3445,112
3446,411
3447,41
3448,369
3449,85
3450,112
3451,-1
3452,41
3453,427
3454,513
3455,112
3456,457
3457,41
3458,-1
3459,85
3460,513
3461,112
3462,457
3463,41
3464,265
3465,85
3466,489
3467,112
3468,312
3469,41
3470,464
3471,85
3472,513
3473,112
3474,457
3475,41
3476,355
3477,85
3478,503
3479,112
3480,487
3481,41
3482,509
3483,85
3484,502
3485,24
3486,431
3487,41
3488,85
3489,502
3490,112
3491,-1
3492,504
3493,85
3494,-1
3495,-1
3496,458
3497,41
3498,-1
3499,85
3500,502
3501,112
3502,487
3503,41
3504,428
3505,85
3506,502
3507,112
3508,426
3509,41
3510,-1
3511,85
3512,-1
3513,112
3514,374
3515,41
3516,499
3517,85
3518,-1
3519,112
3520,41
3521,475
3522,85
3523,513
3524,112
3525,457
3526,41
3527,-1
3528,85
3529,494
3530,112
3531,-1
3532,41
3533,493
3534,85
3535,112
3536,457
3537,41
3538,426
3539,85
3540,248
3541,112
3542,441
3543,41
3544,85
3545,360
3546,112
3547,340
3548,41
3549,508
3550,85
3551,-1
3552,112
3553,-1
3554,41
3555,340
3556,85
3557,-1
3558,411
3559,41
3560,-1
3561,85
3562,304
3563,112
3564,-1
3565,41
3566,349
3567,85
3568,-1
3569,112
3570,-1
3571,41
3572,349
3573,85
3574,-1
3575,112
3576,212
3577,41
3578,485
3579,85
3580,256
3581,112
3582,293
3583,41
3584,475
3585,85
3586,-1
3587,112
3588,375
3589,41
3590,321
3591,85
3592,-1
3593,112
3594,439
3595,41
3596,324
3597,85
3598,426
3599,112
3600,360
3601,41
3602,-1
3603,85
3604,112
3605,439
3606,41
3607,455
3608,85
3609,-1
3610,112
3611,411
3612,41
3613,155
3614,85
3615,-1
3616,112
3617,259
3618,-1
3619,85
3620,453
3621,413
3622,41
3623,360
3624,349
3625,112
3626,396
3627,41
3628,499
3629,85
3630,417
3631,112
3632,41
3633,476
3634,85
3635,383
3636,112
3637,360
3638,41
3639,459
3640,85
3641,502
3642,-1
3643,41
3644,329
3645,-1
3646,112
3647,394
3648,41
3649,-1
3650,85
3651,416
3652,112
3653,486
3654,41
3655,-1
3656,85
3657,-1
3658,112
3659,417
3660,41
3661,85
3662,513
3663,112
3664,428
3665,41
3666,464
3667,85
3668,507
3669,112
3670,457
3671,333
3672,494
3673,112
3674,333
3675,41
3676,303
3677,85
3678,513
3679,112
3680,401
3681,41
3682,85
3683,272
3684,112
3685,-1
3686,400
3687,259
3688,112
3689,340
3690,41
3691,265
3692,85
3693,-1
3694,-1
3695,19
3696,41
3697,318
3698,85
3699,-1
3700,112
3701,-1
3702,41
3703,475
3704,85
3705,417
3706,-1
3707,446
3708,41
3709,255
3710,85
3711,212
3712,-1
3713,83
3714,41
3715,509
3716,60
3717,-1
3718,112
3719,486
3720,41
3721,181
3722,85
3723,462
3724,-1
3725,282
3726,41
3727,375
3728,85
3729,437
3730,112
3731,318
3732,41
3733,428
3734,85
3735,-1
3736,112
3737,416
3738,41
3739,-1
3740,85
3741,454
3742,112
3743,41
3744,509
3745,85
3746,-1
3747,41
3748,321
3749,85
3750,256
3751,112
3752,-1
3753,85
3754,-1
3755,112
3756,413
3757,41
3758,201
3759,85
3760,257
3761,112
3762,321
3763,41
3764,509
3765,85
3766,355
3767,112
3768,-1
3769,41
3770,343
3771,85
3772,-1
3773,112
3774,458
3775,41
3776,454
3777,85
3778,514
3779,446
3780,41
3781,-1
3782,-1
3783,55
3784,248
3785,455
3786,85
3787,472
3788,112
3789,229
3790,41
3791,85
3792,-1
3793,112
3794,304
3795,41
3796,475
3797,85
3798,324
3799,112
3800,-1
3801,41
3802,-1
3803,85
3804,340
3805,112
3806,457
3807,41
3808,-1
3809,312
3810,471
3811,41
3812,416
3813,85
3814,416
3815,112
3816,426
3817,41
3818,-1
3819,112
3820,486
3821,41
3822,-1
3823,426
3824,112
3825,486
3826,41
3827,428
3828,85
3829,112
3830,265
3831,41
3832,499
3833,65
3834,175
3835,112
3836,41
3837,466
3838,85
3839,513
3840,112
3841,457
3842,41
3843,440
3844,85
3845,-1
3846,112
3847,-1
3848,41
3849,475
3850,85
3851,-1
3852,112
3853,-1
3854,504
3855,39
3856,502
3857,112
3858,473
3859,505
3860,85
3861,502
3862,112
3863,41
3864,-1
3865,85
3866,355
3867,112
3868,486
3869,41
3870,-1
3871,85
3872,502
3873,112
3874,473
3875,41
3876,85
3877,442
3878,112
3879,41
3880,39
3881,507
3882,105
3883,-1
3884,41
3885,-1
3886,85
3887,513
3888,112
3889,449
3890,41
3891,508
3892,60
3893,502
3894,124
3895,470
3896,-1
3897,425
3898,85
3899,-1
3900,112
3901,375
3902,-1
3903,85
3904,-1
3905,112
3906,303
3907,41
3908,-1
3909,85
3910,481
3911,112
3912,374
3913,327
3914,85
3915,484
3916,302
3917,265
3918,85
3919,425
3920,112
3921,425
3922,41
3923,504
3924,85
3925,503
3926,112
3927,470
3928,41
3929,-1
3930,85
3931,507
3932,112
3933,487
3934,41
3935,-1
3936,464
3937,112
3938,-1
3939,41
3940,-1
3941,85
3942,-1
3943,112
3944,469
3945,41
3946,508
3947,85
3948,502
3949,375
3950,41
3951,349
3952,481
3953,112
3954,478
3955,41
3956,293
3957,513
3958,112
3959,374
3960,41
3961,501
3962,69
3963,512
3964,112
3965,411
3966,475
3967,85
3968,-1
3969,112
3970,457
3971,41
3972,-1
3973,85
3974,128
3975,112
3976,-1
3977,41
3978,248
3979,-1
3980,112
3981,-1
3982,41
3983,-1
3984,85
3985,83
3986,112
3987,-1
3988,41
3989,189
3990,85
3991,-1
3992,50
3993,-1
3994,41
3995,329
3996,85
3997,-1
3998,401
3999,41
4000,401
4001,65
4002,88
4003,112
4004,335
4005,41
4006,463
4007,85
4008,303
4009,112
4010,349
4011,41
4012,85
4013,381
4014,329
4015,41
4016,257
4017,85
4018,256
4019,112
4020,-1
4021,41
4022,394
4023,85
4024,-1
4025,112
4026,439
4027,41
4028,402
4029,85
4030,288
4031,112
4032,433
4033,41
4034,282
4035,85
4036,-1
4037,458
4038,41
4039,504
4040,26
4041,453
4042,486
4043,41
4044,402
4045,85
4046,-1
4047,41
4048,259
4049,85
4050,257
4051,41
4052,-1
4053,85
4054,267
4055,112
4056,355
4057,41
4058,402
4059,85
4060,402
4061,112
4062,-1
4063,41
4064,343
4065,-1
4066,-1
4067,112
4068,374
4069,41
4070,324
4071,85
4072,453
4073,112
4074,411
4075,41
4076,381
4077,85
4078,396
4079,112
4080,352
4081,41
4082,375
4083,85
4084,510
4085,112
4086,407
4087,86
4088,-1
4089,112
4090,449
4091,41
4092,508
4093,85
4094,-1
4095,112
4096,333
4097,41
4098,455
4099,85
4100,512
4101,112
4102,402
4103,41
4104,85
4105,-1
4106,112
4107,-1
4108,41
4109,383
4110,85
4111,420
4112,112
4113,-1
4114,381
4115,85
4116,464
4117,439
4118,41
4119,402
4120,85
4121,511
4122,112
4123,355
4124,41
4125,265
4126,85
4127,-1
4128,112
4129,302
4130,41
4131,-1
4132,85
4133,514
4134,112
4135,321
4136,41
4137,431
4138,85
4139,-1
4140,499
4141,85
4142,272
4143,112
4144,-1
4145,41
4146,288
4147,85
4148,333
4149,112
4150,416
4151,41
4152,321
4153,85
4154,396
4155,112
4156,374
4157,41
4158,499
4159,85
4160,466
4161,112
4162,457
4163,41
4164,467
4165,85
4166,402
4167,112
4168,-1
4169,41
4170,85
4171,416
4172,112
4173,41
4174,-1
4175,85
4176,321
4177,110
4178,41
4179,-1
4180,85
4181,-1
4182,112
4183,482
4184,41
4185,257
4186,85
4187,-1
4188,469
4189,41
4190,-1
4191,85
4192,112
4193,194
4194,41
4195,453
4196,-1
4197,112
4198,458
4199,41
4200,374
4201,85
4202,312
4203,112
4204,381
4205,41
4206,505
4207,-1
4208,502
4209,-1
4210,-1
4211,41
4212,509
4213,85
4214,383
4215,112
4216,41
4217,302
4218,85
4219,-1
4220,112
4221,41
4222,85
4223,112
4224,446
4225,41
4226,-1
4227,85
4228,-1
4229,112
4230,486
4231,41
4232,335
4233,85
4234,-1
4235,112
4236,-1
4237,41
4238,431
4239,85
4240,112
4241,288
4242,394
4243,85
4244,431
4245,112
4246,84
4247,41
4248,402
4249,85
4250,-1
4251,112
4252,401
4253,41
4254,-1
4255,155
4256,112
4257,128
4258,41
4259,85
4260,431
4261,112
4262,-1
4263,41
4264,499
4265,85
4266,-1
4267,112
4268,457
4269,41
4270,288
4271,85
4272,420
4273,112
4274,312
4275,154
4276,511
4277,112
4278,-1
4279,41
4280,508
4281,85
4282,502
4283,112
4284,41
4285,190
4286,85
4287,437
4288,112
4289,-1
4290,41
4291,383
4292,85
4293,-1
4294,112
4295,-1
4296,41
4297,475
4298,86
4299,287
4300,112
4301,-1
4302,41
4303,462
4304,85
4305,453
4306,112
4307,401
4308,41
4309,-1
4310,85
4311,502
4312,112
4313,41
4314,-1
4315,86
4316,402
4317,112
4318,50
4319,41
4320,425
4321,85
4322,442
4323,112
4324,404
4325,41
4326,387
4327,85
4328,-1
4329,112
4330,401
4331,369
4332,85
4333,433
4334,112
4335,401
4336,41
4337,349
4338,85
4339,396
4340,65
4341,418
4342,41
4343,-1
4344,85
4345,-1
4346,112
4347,407
4348,41
4349,431
4350,85
4351,514
4352,112
4353,287
4354,41
4355,401
4356,85
4357,-1
4358,112
4359,318
4360,41
4361,-1
4362,85
4363,309
4364,112
4365,41
4366,474
4367,85
4368,329
4369,112
4370,396
4371,-1
4372,85
4373,309
4374,112
4375,-1
4376,41
4377,475
4378,85
4379,257
4380,112
4381,-1
4382,41
4383,475
4384,513
4385,112
4386,457
4387,41
4388,399
4389,85
4390,256
4391,112
4392,373
4393,41
4394,321
4395,85
4396,112
4397,416
4398,41
4399,-1
4400,85
4401,429
4402,41
4403,85
4404,355
4405,112
4406,41
4407,508
4408,85
4409,324
4410,404
4411,41
4412,509
4413,85
4414,-1
4415,112
4416,303
4417,41
4418,475
4419,85
4420,349
4421,-1
4422,457
4423,41
4424,499
4425,85
4426,513
4427,112
4428,457
4429,41
4430,318
4431,85
4432,112
4433,402
4434,41
4435,387
4436,85
4437,329
4438,112
4439,321
4440,416
4441,85
4442,-1
4443,113
4444,194
4445,41
4446,212
4447,85
4448,513
4449,112
4450,357
4451,41
4452,357
4453,85
4454,-1
4455,112
4456,411
4457,41
4458,-1
4459,85
4460,293
4461,112
4462,439
4463,41
4464,509
4465,85
4466,437
4467,-1
4468,41
4469,343
4470,85
4471,159
4472,41
4473,375
4474,69
4475,349
4476,112
4477,471
4478,41
4479,357
4480,85
4481,484
4482,112
4483,411
4484,41
4485,259
4486,85
4487,-1
4488,112
4489,404
4490,41
4491,327
4492,85
4493,105
4494,112
4495,-1
4496,41
4497,509
4498,-1
4499,502
4500,112
4501,429
4502,41
4503,475
4504,85
4505,256
4506,112
4507,-1
4508,259
4509,85
4510,472
4511,112
4512,449
4513,41
4514,-1
4515,85
4516,-1
4517,-1
4518,41
4519,477
4520,85
4521,477
4522,112
4523,399
4524,399
4525,85
4526,395
4527,112
4528,428
4529,41
4530,340
4531,85
4532,514
4533,112
4534,386
4535,-1
4536,85
4537,-1
4538,112
4539,425
4540,41
4541,428
4542,85
4543,481
4544,112
4545,-1
4546,41
4547,433
4548,85
4549,502
4550,112
4551,486
4552,41
4553,418
4554,85
4555,399
4556,112
4557,41
4558,-1
4559,85
4560,112
4561,-1
4562,41
4563,272
4564,85
4565,-1
4566,112
4567,411
4568,159
4569,85
4570,428
4571,-1
4572,41
4573,255
4574,112
4575,373
4576,41
4577,288
4578,85
4579,511
4580,112
4581,-1
4582,-1
4583,85
4584,386
4585,41
4586,443
4587,85
4588,484
4589,110
4590,473
4591,41
4592,-1
4593,-1
4594,124
4595,473
4596,41
4597,217
4598,85
4599,-1
4600,112
4601,41
4602,288
4603,-1
4604,112
4605,420
4606,41
4607,267
4608,85
4609,-1
4610,112
4611,41
4612,466
4613,85
4614,112
4615,309
4616,41
4617,406
4618,496
4619,41
4620,257
4621,512
4622,112
4623,352
4624,407
4625,85
4626,112
4627,407
4628,41
4629,-1
4630,85
4631,502
4632,112
4633,486
4634,41
4635,-1
4636,85
4637,-1
4638,112
4639,401
4640,504
4641,85
4642,502
4643,88
4644,-1
4645,41
4646,-1
4647,85
4648,472
4649,433
4650,41
4651,509
4652,85
4653,502
4654,112
4655,482
4656,41
4657,508
4658,85
4659,393
4660,112
4661,428
4662,41
4663,-1
4664,85
4665,386
4666,112
4667,482
4668,41
4669,318
4670,85
4671,-1
4672,112
4673,257
4674,41
4675,276
4676,85
4677,407
4678,112
4679,-1
4680,41
4681,343
4682,85
4683,352
4684,175
4685,41
4686,-1
4687,-1
4688,-1
4689,112
4690,-1
4691,41
4692,476
4693,85
4694,302
4695,112
4696,329
4697,41
4698,293
4699,85
4700,513
4701,112
4702,420
4703,41
4704,381
4705,85
4706,352
4707,112
4708,486
4709,466
4710,85
4711,404
4712,112
4713,-1
4714,41
4715,293
4716,428
4717,416
4718,41
4719,-1
4720,85
4721,404
4722,112
4723,333
4724,41
4725,504
4726,85
4727,-1
4728,-1
4729,41
4730,406
4731,85
4732,442
4733,112
4734,318
4735,41
4736,383
4737,85
4738,453
4739,112
4740,352
4741,41
4742,383
4743,85
4744,502
4745,112
4746,343
4747,41
4748,383
4749,85
4750,454
4751,105
4752,446
4753,41
4754,429
4755,85
4756,-1
4757,112
4758,-1
4759,41
4760,293
4761,-1
4762,112
4763,41
4764,381
4765,85
4766,507
4767,112
4768,458
4769,497
4770,85
4771,-1
4772,112
4773,486
4774,41
4775,407
4776,85
4777,349
4778,112
4779,381
4780,41
4781,464
4782,85
4783,-1
4784,112
4785,420
4786,41
4787,418
4788,85
4789,456
4790,112
4791,473
4792,41
4793,85
4794,-1
4795,112
4796,41
4797,85
4798,84
4799,112
4800,-1
4801,41
4802,272
4803,85
4804,511
4805,352
4806,41
4807,387
4808,85
4809,185
4810,112
4811,469
4812,41
4813,-1
4814,85
4815,477
4816,112
4817,155
4818,41
4819,432
4820,85
4821,456
4822,112
4823,-1
4824,41
4825,440
4826,85
4827,407
4828,428
4829,41
4830,463
4831,85
4832,276
4833,112
4834,-1
4835,41
4836,-1
4837,85
4838,357
4839,112
4840,482
4841,41
4842,85
4843,349
4844,112
4845,-1
4846,41
4847,-1
4848,-1
4849,112
4850,434
4851,41
4852,501
4853,85
4854,502
4855,39
4856,470
4857,41
4858,335
4859,85
4860,112
4861,399
4862,-1
4863,85
4864,259
4865,112
4866,469
4867,41
4868,401
4869,85
4870,514
4871,112
4872,446
4873,41
4874,406
4875,85
4876,512
4877,112
4878,411
4879,41
4880,229
4881,85
4882,352
4883,112
4884,383
4885,41
4886,383
4887,85
4888,416
4889,189
4890,467
4891,85
4892,112
4893,-1
4894,41
4895,304
4896,85
4897,303
4898,112
4899,155
4900,41
4901,497
4902,85
4903,502
4904,112
4905,431
4906,41
4907,375
4908,85
4909,-1
4910,112
4911,287
4912,41
4913,-1
4914,85
4915,402
4916,112
4917,-1
4918,41
4919,85
4920,428
4921,112
4922,-1
4923,41
4924,456
4925,85
4926,-1
4927,112
4928,302
4929,41
4930,459
4931,355
4932,112
4933,85
4934,512
4935,112
4936,190
4937,41
4938,-1
4939,85
4940,212
4941,112
4942,399
4943,41
4944,-1
4945,85
4946,352
4947,41
4948,393
4949,85
4950,464
4951,112
4952,428
4953,41
4954,-1
4955,-1
4956,112
4957,393
4958,41
4959,-1
4960,85
4961,503
4962,112
4963,373
4964,41
4965,323
4966,85
4967,428
4968,112
4969,276
4970,257
4971,85
4972,464
4973,112
4974,41
4975,-1
4976,85
4977,488
4978,112
4979,486
4980,41
4981,-1
4982,55
4983,352
4984,112
4985,41
4986,504
4987,85
4988,428
4989,112
4990,440
4991,41
4992,475
4993,85
4994,513
4995,112
4996,434
4997,41
4998,304
4999,85
5000,404
5001,112
5002,420
5003,41
5004,85
5005,-1
5006,112
5007,265
5008,41
5009,281
5010,85
5011,329
5012,112
5013,431
5014,85
5015,495
5016,486
5017,343
5018,85
5019,112
5020,357
5021,429
5022,85
5023,-1
5024,-1
5025,41
5026,352
5027,85
5028,349
5029,112
5030,329
5031,41
5032,154
5033,85
5034,303
5035,112
5036,41
5037,-1
5038,85
5039,416
5040,112
5041,79
5042,85
5043,416
5044,112
5045,-1
5046,41
5047,416
5048,85
5049,112
5050,486
5051,41
5052,-1
5053,85
5054,-1
5055,112
5056,41
5057,431
5058,85
5059,112
5060,388
5061,323
5062,85
5063,418
5064,112
5065,386
5066,41
5067,318
5068,85
5069,355
5070,112
5071,259
5072,312
5073,85
5074,-1
5075,41
5076,276
5077,85
5078,404
5079,112
5080,256
5081,41
5082,368
5083,85
5084,257
5085,112
5086,287
5087,41
5088,287
5089,85
5090,309
5091,112
5092,323
5093,41
5094,276
5095,85
5096,217
5097,112
5098,431
5099,41
5100,85
5101,-1
5102,112
5103,416
5104,41
5105,256
5106,-1
5107,466
5108,112
5109,340
5110,41
5111,267
5112,85
5113,217
5114,-1
5115,458
5116,41
5117,324
5118,85
5119,420
5120,112
5121,440
5122,41
5123,61
5124,-1
5125,112
5126,420
5127,41
5128,318
5129,85
5130,-1
5131,112
5132,318
5133,41
5134,404
5135,85
5136,-1
5137,112
5138,-1
5139,41
5140,381
5141,85
5142,383
5143,112
5144,401
5145,41
5146,383
5147,85
5148,257
5149,112
5150,41
5151,399
5152,-1
5153,112
5154,434
5155,41
5156,84
5157,212
5158,79
5159,27
5160,-1
5161,190
5162,-1
5163,-1
5164,-1
5165,-1
5166,234
5167,323
5168,265
5169,267
5170,-1
5171,152
5172,255
5173,189
5174,265
5175,-1
5176,88
5177,152
5178,-1
5179,234
5180,-1
5181,-1
5182,194
5183,84
5184,35
5185,42
5186,255
5187,-1
5188,175
5189,318
5190,8
5191,-1
5192,155
5193,88
5194,13
5195,189
5196,-1
5197,69
5198,229
5199,388
5200,60
5201,440
5202,26
5203,228
5204,22
5205,40
5206,-1
5207,-1
5208,84
5209,-1
5210,-1
5211,383
5212,6
5213,69
5214,255
5215,54
5216,-1
5217,235
5218,149
5219,15
5220,54
5221,222
5222,140
5223,105
5224,15
5225,-1
5226,54
5227,-1
5228,-1
5229,-1
5230,15
5231,260
5232,54
5233,180
5234,-1
5235,149
5236,15
5237,260
5238,-1
5239,222
5240,209
5241,149
5242,15
5243,260
5244,54
5245,-1
5246,15
5247,100
5248,54
5249,-1
5250,235
5251,149
5252,15
5253,228
5254,54
5255,221
5256,235
5257,15
5258,260
5259,54
5260,-1
5261,132
5262,-1
5263,15
5264,260
5265,54
5266,-1
5267,186
5268,149
5269,15
5270,260
5271,54
5272,27
5273,-1
5274,149
5275,15
5276,260
5277,54
5278,-1
5279,235
5280,149
5281,15
5282,260
5283,54
5284,149
5285,15
5286,260
5287,54
5288,-1
5289,235
5290,149
5291,15
5292,260
5293,54
5294,191
5295,88
5296,-1
5297,15
5298,256
5299,54
5300,-1
5301,209
5302,149
5303,15
5304,260
5305,54
5306,-1
5307,-1
5308,35
5309,15
5310,60
5311,54
5312,-1
5313,209
5314,19
5315,15
5316,260
5317,54
5318,-1
5319,-1
5320,149
5321,15
5322,260
5323,54
5324,158
5325,-1
5326,-1
5327,15
5328,260
5329,54
5330,205
5331,-1
5332,149
5333,15
5334,54
5335,209
5336,149
5337,15
5338,54
5339,-1
5340,-1
5341,149
5342,15
5343,260
5344,-1
5345,-1
5346,149
5347,15
5348,260
5349,54
5350,-1
5351,-1
5352,83
5353,15
5354,201
5355,54
5356,-1
5357,-1
5358,149
5359,15
5360,54
5361,-1
5362,235
5363,149
5364,54
5365,-1
5366,-1
5367,149
5368,15
5369,54
5370,-1
5371,149
5372,15
5373,260
5374,239
5375,-1
5376,149
5377,15
5378,260
5379,164
5380,209
5381,149
5382,15
5383,100
5384,54
5385,-1
5386,149
5387,15
5388,54
5389,239
5390,-1
5391,149
5392,15
5393,260
5394,54
5395,-1
5396,149
5397,15
5398,260
5399,54
5400,57
5401,-1
5402,-1
5403,15
5404,-1
5405,54
5406,222
5407,209
5408,149
5409,15
5410,220
5411,54
5412,-1
5413,-1
5414,150
5415,15
5416,-1
5417,-1
5418,227
5419,24
5420,15
5421,100
5422,54
5423,21
5424,224
5425,42
5426,15
5427,175
5428,54
5429,-1
5430,19
5431,149
5432,15
5433,260
5434,54
5435,30
5436,134
5437,149
5438,260
5439,54
5440,8
5441,-1
5442,149
5443,15
5444,-1
5445,54
5446,-1
5447,115
5448,-1
5449,15
5450,-1
5451,54
5452,-1
5453,209
5454,149
5455,15
5456,212
5457,54
5458,191
5459,-1
5460,149
5461,15
5462,260
5463,239
5464,-1
5465,149
5466,15
5467,159
5468,54
5469,180
5470,-1
5471,149
5472,15
5473,260
5474,54
5475,214
5476,-1
5477,149
5478,15
5479,105
5480,226
5481,209
5482,149
5483,15
5484,260
5485,54
5486,45
5487,-1
5488,150
5489,15
5490,155
5491,21
5492,-1
5493,209
5494,149
5495,15
5496,260
5497,54
5498,-1
5499,235
5500,149
5501,15
5502,260
5503,54
5504,-1
5505,209
5506,-1
5507,-1
5508,54
5509,227
5510,-1
5511,149
5512,15
5513,260
5514,54
5515,192
5516,-1
5517,149
5518,15
5519,260
5520,54
5521,-1
5522,149
5523,15
5524,260
5525,54
5526,-1
5527,114
5528,88
5529,15
5530,260
5531,54
5532,-1
5533,235
5534,149
5535,15
5536,54
5537,-1
5538,235
5539,100
5540,15
5541,260
5542,54
5543,243
5544,235
5545,149
5546,15
5547,-1
5548,54
5549,-1
5550,42
5551,15
5552,54
5553,164
5554,84
5555,15
5556,-1
5557,54
5558,239
5559,235
5560,15
5561,260
5562,54
5563,-1
5564,-1
5565,149
5566,15
5567,260
5568,54
5569,209
5570,149
5571,15
5572,260
5573,24
5574,-1
5575,-1
5576,149
5577,15
5578,260
5579,54
5580,-1
5581,21
5582,117
5583,15
5584,54
5585,222
5586,-1
5587,149
5588,15
5589,260
5590,54
5591,-1
5592,44
5593,15
5594,-1
5595,54
5596,-1
5597,235
