;0;1
1650;30348;1.0
1651;30349;1.0
1652;30350;1.0
1653;30351;1.0
1654;30352;1.0
1655;30353;1.0
1656;30456;1.0
1657;30457;1.0
1658;30458;1.0
1660;30460;1.0
1661;30461;1.0
1662;30486;1.0
1663;30487;1.0
1664;30488;1.0
1665;30489;1.0
1666;30490;1.0
1667;30491;1.0
1668;30498;1.0
1669;30499;1.0
1670;30500;1.0
1672;30502;1.0
1673;30503;1.0
1674;30582;1.0
1675;30583;1.0
1676;30584;1.0
1678;30586;1.0
1679;30587;1.0
1680;30690;1.0
1681;30691;1.0
1682;30692;1.0
1683;30693;1.0
1684;30694;1.0
1685;30695;1.0
1686;30774;1.0
1688;30776;1.0
1689;30777;1.0
1690;30778;1.0
1691;30779;1.0
1692;30822;1.0
1693;30823;1.0
1694;30824;1.0
1695;30825;1.0
1696;30826;1.0
1697;30827;1.0
1698;30876;1.0
1699;30877;1.0
1700;30878;1.0
1702;30880;1.0
1703;30881;1.0
1704;30894;1.0
1705;30895;1.0
1706;30896;1.0
1708;30898;1.0
1710;31038;1.0
1711;31039;1.0
1712;31040;1.0
1713;31041;1.0
1714;31042;1.0
1715;31043;1.0
1716;31164;1.0
1718;31166;1.0
1719;31167;1.0
1720;31168;1.0
1721;31169;1.0
1722;31200;1.0
1723;31201;1.0
1724;31202;1.0
1725;31203;1.0
1726;31204;1.0
1727;31205;1.0
1729;32029;1.0
1730;32030;1.0
1731;32031;1.0
1732;32032;1.0
1733;32033;1.0
1734;32082;1.0
1735;32083;1.0
1736;32084;1.0
1737;32085;1.0
1738;32086;1.0
1739;32087;1.0
1740;32334;1.0
1741;32335;1.0
1742;32336;1.0
1743;32337;1.0
1745;32339;1.0
1746;32592;1.0
1747;32593;1.0
1748;32594;1.0
1749;32595;1.0
1750;32596;1.0
1751;32597;1.0
1752;32628;1.0
1753;32629;1.0
1754;32630;1.0
1755;32631;1.0
1756;32632;1.0
1757;32633;1.0
1758;32766;1.0
1759;32767;1.0
1760;32768;1.0
1761;32769;1.0
1762;32770;1.0
1763;32771;1.0
1764;32772;1.0
1765;32773;1.0
1766;32774;1.0
1768;32776;1.0
1769;32777;1.0
1770;32892;1.0
1771;32893;1.0
1772;32894;1.0
1773;32895;1.0
1774;32896;1.0
1775;32897;1.0
1776;33000;1.0
1777;33001;1.0
1778;33002;1.0
1780;33004;1.0
1781;33005;1.0
1782;33036;1.0
1783;33037;1.0
1784;33038;1.0
1785;33039;1.0
1786;33040;1.0
1787;33041;1.0
1789;33193;1.0
1790;33194;1.0
1791;33195;1.0
1792;33196;1.0
1793;33197;1.0
1794;33894;1.0
1795;33895;1.0
1796;33896;1.0
1797;33897;1.0
1801;34009;1.0
1802;34010;1.0
1803;34011;1.0
1804;34012;1.0
1805;34013;1.0
1806;34032;1.0
1807;34033;1.0
1808;34034;1.0
1810;34036;1.0
1811;34037;1.0
1812;34050;1.0
1813;34051;1.0
1814;34052;1.0
1816;34054;1.0
1817;34055;1.0
1818;34368;1.0
1819;34369;1.0
1821;34371;1.0
1822;34372;1.0
1823;34373;1.0
1824;34404;1.0
1826;34406;1.0
1827;34407;1.0
1828;34408;1.0
1829;34409;1.0
1830;34410;1.0
1832;34412;1.0
1833;34413;1.0
1834;34414;1.0
1835;34415;1.0
1837;34573;1.0
1838;34574;1.0
1839;34575;1.0
1840;34576;1.0
1841;34577;1.0
1842;35178;1.0
1844;35180;1.0
1845;35181;1.0
1846;35182;1.0
1847;35183;1.0
1848;35256;1.0
1849;35257;1.0
1851;35259;1.0
1852;35260;1.0
1853;35261;1.0
1854;35268;1.0
1855;35269;1.0
1856;35270;1.0
1857;35271;1.0
1859;35273;1.0
1860;35346;1.0
1861;35347;1.0
1862;35348;1.0
1864;35350;1.0
1865;35351;1.0
1866;35526;1.0
1867;35527;1.0
1868;35528;1.0
1869;35529;1.0
1870;35530;1.0
1871;35531;1.0
1872;35694;1.0
1873;35695;1.0
1875;35697;1.0
1876;35698;1.0
1877;35699;1.0
1878;35754;1.0
1879;35755;1.0
1880;35756;1.0
1882;35758;1.0
1883;35759;1.0
1885;35899;1.0
1886;35900;1.0
1887;35901;1.0
1888;35902;1.0
1889;35903;1.0
1890;35910;1.0
1891;35911;1.0
1892;35912;1.0
1893;35913;1.0
1894;35914;1.0
1895;35915;1.0
1896;36240;1.0
1897;36241;1.0
1898;36242;1.0
1899;36243;1.0
1900;36244;1.0
1901;36245;1.0
1902;36264;1.0
1903;36265;1.0
1904;36266;1.0
1905;36267;1.0
1906;36268;1.0
1907;36269;1.0
1908;36588;1.0
1909;36589;1.0
1910;36590;1.0
1911;36591;1.0
1912;36592;1.0
1913;36593;1.0
1915;36619;1.0
1916;36620;1.0
1917;36621;1.0
1918;36622;1.0
1919;36623;1.0
1920;36882;1.0
1921;36883;1.0
1922;36884;1.0
1924;36886;1.0
1925;36887;1.0
1926;36972;1.0
1927;36973;1.0
1928;36974;1.0
1929;36975;1.0
1930;36976;1.0
1931;36977;1.0
1932;36978;1.0
1933;36979;1.0
1934;36980;1.0
1935;36981;1.0
1936;36982;1.0
1937;36983;1.0
1938;37044;1.0
1939;37045;1.0
1940;37046;1.0
1942;37048;1.0
1944;37092;1.0
1945;37093;1.0
1946;37094;1.0
1947;37095;1.0
1948;37096;1.0
1949;37097;1.0
1950;37224;1.0
1951;37225;1.0
1952;37226;1.0
1953;37227;1.0
1955;37229;1.0
1956;37230;1.0
1958;37232;1.0
1959;37233;1.0
1960;37234;1.0
1962;37278;1.0
1963;37279;1.0
1964;37280;1.0
1965;37281;1.0
1966;37282;1.0
1967;37283;1.0
1968;37314;1.0
1969;37315;1.0
1971;37317;1.0
1972;37318;1.0
1973;37319;1.0
1974;37548;1.0
1975;37549;1.0
1976;37550;1.0
1977;37551;1.0
1978;37552;1.0
1980;37656;1.0
1981;37657;1.0
1983;37659;1.0
1984;37660;1.0
1985;37661;1.0
1986;37692;1.0
1987;37693;1.0
1988;37694;1.0
1989;37695;1.0
1990;37696;1.0
1991;37697;1.0
1992;37872;1.0
1993;37873;1.0
1994;37874;1.0
1995;37875;1.0
1996;37876;1.0
1997;37877;1.0
1998;37908;1.0
1999;37909;1.0
2000;37910;1.0
2001;37911;1.0
2002;37912;1.0
2004;38010;1.0
2005;38011;1.0
2006;38012;1.0
2007;38013;1.0
2008;38014;1.0
2009;38015;1.0
2011;38419;1.0
2012;38420;1.0
2013;38421;1.0
2014;38422;1.0
2016;38424;1.0
2017;38425;1.0
2018;38426;1.0
2019;38427;1.0
2020;38428;1.0
2021;38429;1.0
2022;38472;1.0
2024;38474;1.0
2025;38475;1.0
2026;38476;1.0
2027;38477;1.0
2028;38502;1.0
2029;38503;1.0
2030;38504;1.0
2031;38505;1.0
2032;38506;1.0
2033;38507;1.0
2034;38508;1.0
2035;38509;1.0
2036;38510;1.0
2037;38511;1.0
2038;38512;1.0
2039;38513;1.0
2040;38652;1.0
2041;38653;1.0
2042;38654;1.0
2044;38656;1.0
2045;38657;1.0
2046;38658;1.0
2047;38659;1.0
2048;38660;1.0
2049;38661;1.0
2050;38662;1.0
2051;38663;1.0
2053;38707;1.0
2054;38708;1.0
2055;38709;1.0
2056;38710;1.0
2058;38718;1.0
2059;38719;1.0
2060;38720;1.0
2061;38721;1.0
2062;38722;1.0
2063;38723;1.0
2064;39066;1.0
2065;39067;1.0
2066;39068;1.0
2067;39069;1.0
2068;39070;1.0
2069;39071;1.0
2070;39204;1.0
2072;39206;1.0
2073;39207;1.0
2074;39208;1.0
2075;39209;1.0
2076;39222;1.0
2077;39223;1.0
2078;39224;1.0
2079;39225;1.0
2081;39227;1.0
2082;39270;1.0
2083;39271;1.0
2084;39272;1.0
2085;39273;1.0
2087;39275;1.0
2088;39318;1.0
2089;39319;1.0
2090;39320;1.0
2091;39321;1.0
2092;39322;1.0
2093;39323;1.0
2094;39324;1.0
2095;39325;1.0
2096;39326;1.0
2097;39327;1.0
2098;39328;1.0
2099;39329;1.0
2100;39804;1.0
2101;39805;1.0
2102;39806;1.0
2103;39807;1.0
2105;39809;1.0
2106;39852;1.0
2107;39853;1.0
2108;39854;1.0
2109;39855;1.0
2110;39856;1.0
2111;39857;1.0
2112;40224;1.0
2113;40225;1.0
2114;40226;1.0
2115;40227;1.0
2116;40228;1.0
2117;40229;1.0
2119;40237;1.0
2120;40238;1.0
2121;40239;1.0
2122;40240;1.0
2123;40241;1.0
2124;40242;1.0
2125;40243;1.0
2126;40244;1.0
2127;40245;1.0
2128;40246;1.0
2129;40247;1.0
2130;40254;1.0
2131;40255;1.0
2132;40256;1.0
2133;40257;1.0
2134;40258;1.0
2135;40259;1.0
2136;40266;1.0
2137;40267;1.0
2138;40268;1.0
2139;40269;1.0
2140;40270;1.0
2141;40271;1.0
2143;40357;1.0
2144;40358;1.0
2145;40359;1.0
2146;40360;1.0
2147;40361;1.0
2150;40538;1.0
2151;40539;1.0
2152;40540;1.0
2153;40541;1.0
2155;40585;1.0
2156;40586;1.0
2158;40588;1.0
2159;40589;1.0
2160;40746;1.0
2161;40747;1.0
2162;40748;1.0
2163;40749;1.0
2164;40750;1.0
2165;40751;1.0
2167;41065;1.0
2168;41066;1.0
2169;41067;1.0
2170;41068;1.0
2171;41069;1.0
2172;41100;1.0
2173;41101;1.0
2174;41102;1.0
2175;41103;1.0
2176;41104;1.0
2177;41105;1.0
2178;41106;1.0
2180;41108;1.0
2181;41109;1.0
2182;41110;1.0
2183;41111;1.0
2184;41190;1.0
2185;41191;1.0
2186;41192;1.0
2188;41194;1.0
2189;41195;1.0
2190;41274;1.0
2193;41277;1.0
2194;41278;1.0
2195;41279;1.0
2197;41491;1.0
2198;41492;1.0
2199;41493;1.0
2200;41494;1.0
2201;41495;1.0
2202;41718;1.0
2203;41719;1.0
2204;41720;1.0
2205;41721;1.0
2206;41722;1.0
2208;41880;1.0
2209;41881;1.0
2210;41882;1.0
2211;41883;1.0
2212;41884;1.0
2214;41910;1.0
2215;41911;1.0
2216;41912;1.0
2217;41913;1.0
2218;41914;1.0
2220;41940;1.0
2221;41941;1.0
2223;41943;1.0
2224;41944;1.0
2225;41945;1.0
2226;42006;1.0
2227;42007;1.0
2228;42008;1.0
2229;42009;1.0
2230;42010;1.0
2231;42011;1.0
2232;42138;1.0
2233;42139;1.0
2234;42140;1.0
2235;42141;1.0
2236;42142;1.0
2237;42143;1.0
2238;42174;1.0
2239;42175;1.0
2240;42176;1.0
2241;42177;1.0
2242;42178;1.0
2243;42179;1.0
2244;42204;1.0
2245;42205;1.0
2247;42207;1.0
2248;42208;1.0
2249;42209;1.0
2250;42396;1.0
2251;42397;1.0
2253;42399;1.0
2254;42400;1.0
2255;42401;1.0
2257;42481;1.0
2258;42482;1.0
2259;42483;1.0
2260;42484;1.0
2261;42485;1.0
2262;42576;1.0
2263;42577;1.0
2264;42578;1.0
2265;42579;1.0
2266;42580;1.0
2267;42581;1.0
2268;42624;1.0
2269;42625;1.0
2270;42626;1.0
2271;42627;1.0
2272;42628;1.0
2273;42629;1.0
2274;42642;1.0
2275;42643;1.0
2276;42644;1.0
2278;42646;1.0
2279;42647;1.0
2280;42762;1.0
2283;42765;1.0
2284;42766;1.0
2285;42767;1.0
2286;42774;1.0
2287;42775;1.0
2288;42776;1.0
2289;42777;1.0
2290;42778;1.0
2292;42840;1.0
2293;42841;1.0
2294;42842;1.0
2295;42843;1.0
2296;42844;1.0
2297;42845;1.0
2298;42960;1.0
2299;42961;1.0
2300;42962;1.0
2301;42963;1.0
2302;42964;1.0
2303;42965;1.0
2304;43140;1.0
2306;43142;1.0
2307;43143;1.0
2308;43144;1.0
2309;43145;1.0
2310;43146;1.0
2311;43147;1.0
2312;43148;1.0
2313;43149;1.0
2314;43150;1.0
2315;43151;1.0
2316;43224;1.0
2317;43225;1.0
2318;43226;1.0
2319;43227;1.0
2320;43228;1.0
2321;43229;1.0
2322;43284;1.0
2323;43285;1.0
2324;43286;1.0
2325;43287;1.0
2326;43288;1.0
2327;43289;1.0
2328;43320;1.0
2329;43321;1.0
2330;43322;1.0
2331;43323;1.0
2332;43324;1.0
2333;43325;1.0
2334;43374;1.0
2335;43375;1.0
2337;43377;1.0
2338;43378;1.0
2339;43379;1.0
2340;43470;1.0
2341;43471;1.0
2342;43472;1.0
2343;43473;1.0
2344;43474;1.0
2345;43475;1.0
2346;43518;1.0
2347;43519;1.0
2348;43520;1.0
2349;43521;1.0
2350;43522;1.0
2353;43987;1.0
2354;43988;1.0
2355;43989;1.0
2356;43990;1.0
2357;43991;1.0
2358;44136;1.0
2359;44137;1.0
2360;44138;1.0
2361;44139;1.0
2362;44140;1.0
2364;44208;1.0
2365;44209;1.0
2366;44210;1.0
2368;44212;1.0
2369;44213;1.0
2370;44226;1.0
2371;44227;1.0
2372;44228;1.0
2373;44229;1.0
2374;44230;1.0
2375;44231;1.0
2377;44365;1.0
2378;44366;1.0
2379;44367;1.0
2380;44368;1.0
2381;44369;1.0
2382;44382;1.0
2383;44383;1.0
2384;44384;1.0
2385;44385;1.0
2386;44386;1.0
2387;44387;1.0
2388;44418;1.0
2389;44419;1.0
2390;44420;1.0
2391;44421;1.0
2392;44422;1.0
2393;44423;1.0
2394;44520;1.0
2396;44522;1.0
2397;44523;1.0
2398;44524;1.0
2399;44525;1.0
2400;44586;1.0
2401;44587;1.0
2403;44589;1.0
2404;44590;1.0
2405;44591;1.0
2406;44616;1.0
2407;44617;1.0
2408;44618;1.0
2409;44619;1.0
2410;44620;1.0
2411;44621;1.0
2412;44640;1.0
2413;44641;1.0
2414;44642;1.0
2415;44643;1.0
2416;44644;1.0
2417;44645;1.0
2418;45000;1.0
2419;45001;1.0
2420;45002;1.0
2421;45003;1.0
2423;45005;1.0
2424;45036;1.0
2425;45037;1.0
2426;45038;1.0
2427;45039;1.0
2428;45040;1.0
2429;45041;1.0
2431;45139;1.0
2432;45140;1.0
2433;45141;1.0
2435;45143;1.0
2436;45156;1.0
2438;45158;1.0
2439;45159;1.0
2440;45160;1.0
2441;45161;1.0
2442;45450;1.0
2443;45451;1.0
2444;45452;1.0
2445;45453;1.0
2446;45454;1.0
2447;45455;1.0
2448;45462;1.0
2449;45463;1.0
2450;45464;1.0
2451;45465;1.0
2453;45467;1.0
2454;45546;1.0
2455;45547;1.0
2456;45548;1.0
2457;45549;1.0
2458;45550;1.0
2460;45552;1.0
2461;45553;1.0
2462;45554;1.0
2463;45555;1.0
2464;45556;1.0
2465;45557;1.0
2466;45612;1.0
2467;45613;1.0
2469;45615;1.0
2470;45616;1.0
2471;45617;1.0
2472;45636;1.0
2473;45637;1.0
2474;45638;1.0
2475;45639;1.0
2476;45640;1.0
2477;45641;1.0
2478;45654;1.0
2479;45655;1.0
2480;45656;1.0
2483;45659;1.0
2485;45703;1.0
2486;45704;1.0
2487;45705;1.0
2488;45706;1.0
2489;45707;1.0
2491;45961;1.0
2492;45962;1.0
2493;45963;1.0
2494;45964;1.0
2495;45965;1.0
2496;46476;1.0
2497;46477;1.0
2498;46478;1.0
2499;46479;1.0
2500;46480;1.0
2501;46481;1.0
2502;46542;1.0
2503;46543;1.0
2504;46544;1.0
2505;46545;1.0
2506;46546;1.0
2507;46547;1.0
2508;46836;1.0
2510;46838;1.0
2511;46839;1.0
2512;46840;1.0
2513;46841;1.0
2514;47004;1.0
2515;47005;1.0
2516;47006;1.0
2517;47007;1.0
2518;47008;1.0
2519;47009;1.0
2520;47070;1.0
2521;47071;1.0
2522;47072;1.0
2523;47073;1.0
2525;47075;1.0
2526;47244;1.0
2527;47245;1.0
2528;47246;1.0
2529;47247;1.0
2530;47248;1.0
2531;47249;1.0
2532;47250;1.0
2533;47251;1.0
2534;47252;1.0
2535;47253;1.0
2536;47254;1.0
2537;47255;1.0
2538;47388;1.0
2539;47389;1.0
2540;47390;1.0
2541;47391;1.0
2542;47392;1.0
2543;47393;1.0
2544;47580;1.0
2545;47581;1.0
2546;47582;1.0
2547;47583;1.0
2548;47584;1.0
2549;47585;1.0
2550;47640;1.0
2552;47642;1.0
2553;47643;1.0
2554;47644;1.0
2555;47645;1.0
2557;47653;1.0
2558;47654;1.0
2559;47655;1.0
2560;47656;1.0
2562;47910;1.0
2563;47911;1.0
2567;47915;1.0
2568;47916;1.0
2569;47917;1.0
2570;47918;1.0
2571;47919;1.0
2572;47920;1.0
2573;47921;1.0
2574;48012;1.0
2575;48013;1.0
2576;48014;1.0
2577;48015;1.0
2578;48016;1.0
2579;48017;1.0
2580;48054;1.0
2581;48055;1.0
2582;48056;1.0
2583;48057;1.0
2584;48058;1.0
2585;48059;1.0
2586;48228;1.0
2587;48229;1.0
2588;48230;1.0
2589;48231;1.0
2590;48232;1.0
2592;48300;1.0
2593;48301;1.0
2594;48302;1.0
2596;48304;1.0
2597;48305;1.0
2598;48312;1.0
2599;48313;1.0
2600;48314;1.0
2601;48315;1.0
2603;48317;1.0
2604;48594;1.0
2605;48595;1.0
2606;48596;1.0
2607;48597;1.0
2608;48598;1.0
2609;48599;1.0
2610;48678;1.0
2611;48679;1.0
2613;48681;1.0
2614;48682;1.0
2616;48804;1.0
2617;48805;1.0
2618;48806;1.0
2619;48807;1.0
2620;48808;1.0
2621;48809;1.0
2622;48834;1.0
2623;48835;1.0
2624;48836;1.0
2625;48837;1.0
2628;48882;1.0
2629;48883;1.0
2630;48884;1.0
2631;48885;1.0
2632;48886;1.0
2633;48887;1.0
2634;49182;1.0
2635;49183;1.0
2636;49184;1.0
2637;49185;1.0
2639;49187;1.0
2640;49302;1.0
2641;49303;1.0
2643;49305;1.0
2644;49306;1.0
2645;49307;1.0
2646;49350;1.0
2647;49351;1.0
2648;49352;1.0
2649;49353;1.0
2650;49354;1.0
2651;49355;1.0
2652;49470;1.0
2655;49473;1.0
2656;49474;1.0
2657;49475;1.0
2659;49525;1.0
2662;49528;1.0
2663;49529;1.0
2664;49596;1.0
2665;49597;1.0
2666;49598;1.0
2667;49599;1.0
2668;49600;1.0
2670;49602;1.0
2671;49603;1.0
2672;49604;1.0
2673;49605;1.0
2674;49606;1.0
2675;49607;1.0
2677;49927;1.0
2678;49928;1.0
2679;49929;1.0
2680;49930;1.0
2681;49931;1.0
2682;50214;1.0
2683;50215;1.0
2684;50216;1.0
2685;50217;1.0
2686;50218;1.0
2687;50219;1.0
2688;50298;1.0
2689;50299;1.0
2690;50300;1.0
2691;50301;1.0
2692;50302;1.0
2693;50303;1.0
2694;50316;1.0
2696;50318;1.0
2697;50319;1.0
2698;50320;1.0
2699;50321;1.0
2700;50322;1.0
2701;50323;1.0
2702;50324;1.0
2703;50325;1.0
2704;50326;1.0
2705;50327;1.0
2706;50346;1.0
2708;50348;1.0
2709;50349;1.0
2710;50350;1.0
2712;50460;1.0
2713;50461;1.0
2714;50462;1.0
2715;50463;1.0
2716;50464;1.0
2717;50465;1.0
2718;50544;1.0
2719;50545;1.0
2720;50546;1.0
2721;50547;1.0
2723;50549;1.0
2724;50580;1.0
2725;50581;1.0
2726;50582;1.0
2727;50583;1.0
2728;50584;1.0
2729;50585;1.0
2731;50989;1.0
2732;50990;1.0
2733;50991;1.0
2734;50992;1.0
2735;50993;1.0
2736;51084;1.0
2737;51085;1.0
2738;51086;1.0
2739;51087;1.0
2740;51088;1.0
2741;51089;1.0
2742;51102;1.0
2743;51103;1.0
2744;51104;1.0
2745;51105;1.0
2746;51106;1.0
2747;51107;1.0
2748;51516;1.0
2749;51517;1.0
2750;51518;1.0
2751;51519;1.0
2752;51520;1.0
2754;51522;1.0
2755;51523;1.0
2756;51524;1.0
2757;51525;1.0
2758;51526;1.0
2759;51527;1.0
2760;51594;1.0
2761;51595;1.0
2762;51596;1.0
2763;51597;1.0
2765;51599;1.0
2766;51702;1.0
2767;51703;1.0
2768;51704;1.0
2770;51706;1.0
2771;51707;1.0
2773;52111;1.0
2774;52112;1.0
2775;52113;1.0
2776;52114;1.0
2777;52115;1.0
2778;52194;1.0
2779;52195;1.0
2780;52196;1.0
2781;52197;1.0
2782;52198;1.0
2783;52199;1.0
2784;52320;1.0
2785;52321;1.0
2786;52322;1.0
2787;52323;1.0
2788;52324;1.0
2789;52325;1.0
2790;52344;1.0
2791;52345;1.0
2792;52346;1.0
2793;52347;1.0
2794;52348;1.0
2795;52349;1.0
2796;52536;1.0
2797;52537;1.0
2798;52538;1.0
2799;52539;1.0
2800;52540;1.0
2801;52541;1.0
2802;52548;1.0
2803;52549;1.0
2804;52550;1.0
2805;52551;1.0
2806;52552;1.0
2807;52553;1.0
2808;52614;1.0
2809;52615;1.0
2810;52616;1.0
2811;52617;1.0
2813;52619;1.0
2814;52674;1.0
2815;52675;1.0
2816;52676;1.0
2819;52679;1.0
2821;52783;1.0
2822;52784;1.0
2823;52785;1.0
2824;52786;1.0
2825;52787;1.0
2826;52884;1.0
2827;52885;1.0
2828;52886;1.0
2829;52887;1.0
2831;52889;1.0
2832;53106;1.0
2833;53107;1.0
2835;53109;1.0
2836;53110;1.0
2838;53154;1.0
2839;53155;1.0
2840;53156;1.0
2841;53157;1.0
2842;53158;1.0
2843;53159;1.0
2844;53196;1.0
2845;53197;1.0
2846;53198;1.0
2847;53199;1.0
2848;53200;1.0
2849;53201;1.0
2850;53238;1.0
2851;53239;1.0
2852;53240;1.0
2853;53241;1.0
2854;53242;1.0
2855;53243;1.0
2857;53269;1.0
2858;53270;1.0
2860;53272;1.0
2861;53273;1.0
2862;53562;1.0
2863;53563;1.0
2864;53564;1.0
2865;53565;1.0
2866;53566;1.0
2867;53567;1.0
2868;53784;1.0
2869;53785;1.0
2870;53786;1.0
2871;53787;1.0
2872;53788;1.0
2873;53789;1.0
2875;53809;1.0
2876;53810;1.0
2877;53811;1.0
2878;53812;1.0
2879;53813;1.0
2880;53814;1.0
2881;53815;1.0
2882;53816;1.0
2883;53817;1.0
2884;53818;1.0
2885;53819;1.0
2886;53922;1.0
2887;53923;1.0
2888;53924;1.0
2889;53925;1.0
2890;53926;1.0
2891;53927;1.0
2892;54078;1.0
2893;54079;1.0
2894;54080;1.0
2895;54081;1.0
2896;54082;1.0
2897;54083;1.0
2898;54180;1.0
2900;54182;1.0
2901;54183;1.0
2902;54184;1.0
2903;54185;1.0
2904;54222;1.0
2905;54223;1.0
2906;54224;1.0
2907;54225;1.0
2908;54226;1.0
2909;54227;1.0
2910;54408;1.0
2911;54409;1.0
2912;54410;1.0
2913;54411;1.0
2914;54412;1.0
2915;54413;1.0
2916;54582;1.0
2917;54583;1.0
2919;54585;1.0
2921;54587;1.0
2922;54924;1.0
2923;54925;1.0
2924;54926;1.0
2925;54927;1.0
2929;55129;1.0
2931;55131;1.0
2932;55132;1.0
2933;55133;1.0
2934;55200;1.0
2936;55202;1.0
2937;55203;1.0
2938;55204;1.0
2939;55205;1.0
2942;55310;1.0
2943;55311;1.0
2944;55312;1.0
2946;55524;1.0
2947;55525;1.0
2948;55526;1.0
2949;55527;1.0
2950;55528;1.0
2951;55529;1.0
2952;55542;1.0
2953;55543;1.0
2955;55545;1.0
2956;55546;1.0
2958;55566;1.0
2959;55567;1.0
2960;55568;1.0
2961;55569;1.0
2963;55571;1.0
2964;55650;1.0
2965;55651;1.0
2966;55652;1.0
2967;55653;1.0
2968;55654;1.0
2969;55655;1.0
2970;56310;1.0
2971;56311;1.0
2972;56312;1.0
2973;56313;1.0
2974;56314;1.0
2975;56315;1.0
2976;56406;1.0
2977;56407;1.0
2978;56408;1.0
2979;56409;1.0
2980;56410;1.0
2982;56436;1.0
2983;56437;1.0
2984;56438;1.0
2985;56439;1.0
2986;56440;1.0
2987;56441;1.0
2988;56520;1.0
2989;56521;1.0
2990;56522;1.0
2991;56523;1.0
2992;56524;1.0
2993;56525;1.0
2994;56616;1.0
2995;56617;1.0
2996;56618;1.0
2997;56619;1.0
2998;56620;1.0
2999;56621;1.0
3000;56772;1.0
3001;56773;1.0
3002;56774;1.0
3003;56775;1.0
3004;56776;1.0
3005;56777;1.0
3006;56850;1.0
3007;56851;1.0
3010;56854;1.0
3011;56855;1.0
3012;56886;1.0
3013;56887;1.0
3014;56888;1.0
3015;56889;1.0
3017;56891;1.0
3018;56952;1.0
3019;56953;1.0
3020;56954;1.0
3021;56955;1.0
3022;56956;1.0
3023;56957;1.0
3024;57084;1.0
3025;57085;1.0
3026;57086;1.0
3027;57087;1.0
3028;57088;1.0
3029;57089;1.0
3030;57330;1.0
3031;57331;1.0
3032;57332;1.0
3033;57333;1.0
3034;57334;1.0
3035;57335;1.0
3036;57444;1.0
3037;57445;1.0
3038;57446;1.0
3039;57447;1.0
3040;57448;1.0
3041;57449;1.0
3042;57498;1.0
3043;57499;1.0
3044;57500;1.0
3045;57501;1.0
3046;57502;1.0
3047;57503;1.0
3048;57558;1.0
3049;57559;1.0
3050;57560;1.0
3051;57561;1.0
3052;57562;1.0
3053;57563;1.0
3054;57684;1.0
3055;57685;1.0
3056;57686;1.0
3057;57687;1.0
3058;57688;1.0
3059;57689;1.0
3060;57690;1.0
3061;57691;1.0
3062;57692;1.0
3063;57693;1.0
3064;57694;1.0
3065;57695;1.0
3066;57714;1.0
3067;57715;1.0
3068;57716;1.0
3069;57717;1.0
3070;57718;1.0
3072;57756;1.0
3074;57758;1.0
3075;57759;1.0
3076;57760;1.0
3077;57761;1.0
3078;57780;1.0
3079;57781;1.0
3080;57782;1.0
3081;57783;1.0
3082;57784;1.0
3083;57785;1.0
3084;57804;1.0
3085;57805;1.0
3086;57806;1.0
3087;57807;1.0
3088;57808;1.0
3089;57809;1.0
3090;57930;1.0
3091;57931;1.0
3092;57932;1.0
3095;57935;1.0
3096;57942;1.0
3097;57943;1.0
3098;57944;1.0
3099;57945;1.0
3100;57946;1.0
3101;57947;1.0
3102;58158;1.0
3103;58159;1.0
3104;58160;1.0
3105;58161;1.0
3106;58162;1.0
3107;58163;1.0
3109;58165;1.0
3110;58166;1.0
3111;58167;1.0
3112;58168;1.0
3113;58169;1.0
3115;58267;1.0
3116;58268;1.0
3117;58269;1.0
3118;58270;1.0
3119;58271;1.0
3120;58272;1.0
3121;58273;1.0
3122;58274;1.0
3123;58275;1.0
3124;58276;1.0
3125;58277;1.0
3126;58308;1.0
3127;58309;1.0
3128;58310;1.0
3129;58311;1.0
3130;58312;1.0
3131;58313;1.0
3132;58458;1.0
3133;58459;1.0
3134;58460;1.0
3135;58461;1.0
3136;58462;1.0
3137;58463;1.0
3138;58608;1.0
3139;58609;1.0
3140;58610;1.0
3141;58611;1.0
3142;58612;1.0
3143;58613;1.0
3144;58704;1.0
3145;58705;1.0
3146;58706;1.0
3147;58707;1.0
3148;58708;1.0
3149;58709;1.0
3150;58746;1.0
3151;58747;1.0
3152;58748;1.0
3153;58749;1.0
3155;58751;1.0
3156;59208;1.0
3158;59210;1.0
3159;59211;1.0
3160;59212;1.0
3161;59213;1.0
3162;59238;1.0
3163;59239;1.0
3164;59240;1.0
3165;59241;1.0
3166;59242;1.0
3167;59243;1.0
3168;59304;1.0
3170;59306;1.0
3171;59307;1.0
3172;59308;1.0
3173;59309;1.0
3174;59340;1.0
3175;59341;1.0
3176;59342;1.0
3177;59343;1.0
3178;59344;1.0
3179;59345;1.0
3180;59460;1.0
3181;59461;1.0
3182;59462;1.0
3183;59463;1.0
3184;59464;1.0
3185;59465;1.0
3186;59676;1.0
3187;59677;1.0
3188;59678;1.0
3189;59679;1.0
3190;59680;1.0
3191;59681;1.0
3192;59802;1.0
3193;59803;1.0
3196;59806;1.0
3197;59807;1.0
3198;59832;1.0
3199;59833;1.0
3200;59834;1.0
3201;59835;1.0
3202;59836;1.0
3203;59837;1.0
3204;59850;1.0
3205;59851;1.0
3206;59852;1.0
3207;59853;1.0
3208;59854;1.0
3209;59855;1.0
3210;59880;1.0
3211;59881;1.0
3212;59882;1.0
3213;59883;1.0
