,Protein,NClusters2,Labels_2,NClusters3,Labels_3,NClusters4,Labels_4,NClusters5,Labels_5,NClusters6,Labels_6,NClusters7,Labels_7,NClusters8,Labels_8,NClusters9,Labels_9,NClusters10,Labels_10,NClusters11,Labels_11,NClusters12,Labels_12,NClusters13,Labels_13,NClusters14,Labels_14,NClusters15,Labels_15,NClusters16,Labels_16,NClusters17,Labels_17,NClusters18,Labels_18,NClusters19,Labels_19,NClusters20,Labels_20,NClusters21,Labels_21,NClusters22,Labels_22,NClusters23,Labels_23,NClusters24,Labels_24,NClusters25,Labels_25,NClusters26,Labels_26,NClusters27,Labels_27,NClusters28,Labels_28,NClusters29,Labels_29
3492,MYC,2,0,3,2,4,0,5,4,6,0,7,0,8,3,9,4,10,9,11,9,12,1,13,3,14,1,15,0,16,2,17,11,18,15,19,7,20,16,21,14,22,13,23,1,24,17,25,11,26,21,27,19,28,12,29,25
3493,MYC,2,0,3,2,4,0,5,4,6,0,7,2,8,6,9,0,10,0,11,1,12,9,13,1,14,6,15,3,16,10,17,0,18,13,19,4,20,4,21,0,22,10,23,19,24,8,25,12,26,7,27,3,28,23,29,17
3494,MYC,2,0,3,2,4,0,5,0,6,5,7,3,8,1,9,7,10,6,11,3,12,7,13,7,14,0,15,5,16,0,17,10,18,8,19,18,20,8,21,2,22,6,23,11,24,11,25,6,26,10,27,4,28,13,29,6
3495,MYC,2,0,3,2,4,0,5,4,6,0,7,2,8,6,9,0,10,0,11,1,12,9,13,1,14,6,15,3,16,10,17,0,18,13,19,4,20,4,21,0,22,10,23,19,24,8,25,12,26,7,27,3,28,24,29,17
3496,MYC,2,1,3,0,4,3,5,2,6,2,7,1,8,4,9,5,10,2,11,2,12,10,13,4,14,2,15,14,16,4,17,1,18,9,19,15,20,3,21,1,22,16,23,16,24,16,25,19,26,8,27,12,28,16,29,9
3497,MYC,2,0,3,2,4,0,5,4,6,0,7,2,8,6,9,0,10,0,11,1,12,9,13,1,14,6,15,3,16,10,17,0,18,13,19,4,20,4,21,0,22,10,23,19,24,8,25,12,26,7,27,3,28,24,29,17
3498,MYC,2,0,3,2,4,0,5,4,6,0,7,0,8,3,9,4,10,5,11,9,12,5,13,12,14,13,15,12,16,2,17,16,18,2,19,12,20,19,21,5,22,17,23,0,24,19,25,10,26,17,27,11,28,12,29,0
3499,MYC,2,0,3,2,4,0,5,4,6,0,7,2,8,6,9,0,10,0,11,1,12,9,13,1,14,6,15,3,16,10,17,0,18,13,19,4,20,4,21,0,22,10,23,19,24,8,25,12,26,7,27,3,28,23,29,17
3500,MYC,2,0,3,2,4,0,5,0,6,5,7,3,8,1,9,2,10,3,11,0,12,3,13,2,14,7,15,11,16,14,17,15,18,12,19,6,20,13,21,17,22,21,23,2,24,3,25,17,26,18,27,4,28,14,29,19
3501,MYC,2,0,3,2,4,0,5,4,6,0,7,2,8,6,9,0,10,0,11,1,12,9,13,1,14,6,15,3,16,10,17,0,18,13,19,4,20,4,21,0,22,10,23,19,24,8,25,12,26,7,27,3,28,23,29,17
3502,MYC,2,1,3,1,4,1,5,3,6,4,7,4,8,0,9,3,10,5,11,6,12,1,13,0,14,12,15,8,16,12,17,12,18,1,19,14,20,1,21,18,22,3,23,21,24,21,25,13,26,23,27,20,28,7,29,28
3503,MYC,2,0,3,2,4,0,5,4,6,0,7,2,8,6,9,0,10,0,11,1,12,9,13,1,14,6,15,3,16,10,17,0,18,13,19,4,20,4,21,0,22,10,23,19,24,8,25,12,26,7,27,3,28,24,29,17
3504,MYC,2,0,3,2,4,0,5,4,6,0,7,2,8,3,9,4,10,5,11,9,12,1,13,11,14,1,15,4,16,2,17,3,18,16,19,12,20,19,21,15,22,13,23,1,24,23,25,20,26,12,27,0,28,20,29,0
3505,MYC,2,0,3,2,4,0,5,4,6,0,7,2,8,6,9,0,10,0,11,1,12,9,13,1,14,6,15,3,16,10,17,0,18,13,19,4,20,4,21,0,22,10,23,19,24,8,25,12,26,7,27,3,28,24,29,17
3506,MYC,2,0,3,2,4,0,5,0,6,5,7,3,8,1,9,7,10,6,11,3,12,7,13,7,14,0,15,5,16,0,17,10,18,8,19,18,20,13,21,2,22,6,23,11,24,3,25,6,26,10,27,4,28,5,29,6
3507,MYC,2,0,3,2,4,0,5,4,6,0,7,2,8,6,9,0,10,0,11,1,12,9,13,1,14,6,15,3,16,10,17,0,18,13,19,4,20,4,21,0,22,10,23,19,24,8,25,12,26,7,27,3,28,24,29,17
3508,MYC,2,1,3,1,4,3,5,3,6,1,7,5,8,0,9,6,10,5,11,2,12,8,13,8,14,8,15,6,16,13,17,6,18,3,19,3,20,11,21,4,22,15,23,22,24,6,25,7,26,5,27,17,28,19,29,20
3509,MYC,2,0,3,2,4,0,5,4,6,0,7,2,8,6,9,0,10,0,11,1,12,9,13,1,14,6,15,3,16,10,17,0,18,13,19,4,20,4,21,0,22,10,23,19,24,8,25,12,26,7,27,3,28,24,29,17
3510,MYC,2,0,3,2,4,0,5,4,6,0,7,2,8,3,9,0,10,0,11,1,12,5,13,12,14,12,15,4,16,5,17,16,18,2,19,9,20,19,21,5,22,17,23,0,24,19,25,1,26,17,27,13,28,9,29,0
3511,MYC,2,0,3,2,4,0,5,4,6,0,7,2,8,6,9,0,10,0,11,1,12,9,13,1,14,6,15,3,16,10,17,0,18,13,19,4,20,4,21,0,22,10,23,19,24,8,25,12,26,7,27,3,28,23,29,17
3512,MYC,2,0,3,1,4,0,5,0,6,5,7,3,8,1,9,7,10,6,11,3,12,7,13,7,14,0,15,5,16,0,17,2,18,17,19,11,20,13,21,2,22,6,23,11,24,11,25,6,26,18,27,4,28,10,29,19
3513,MYC,2,0,3,2,4,0,5,4,6,0,7,2,8,6,9,0,10,0,11,1,12,9,13,1,14,6,15,3,16,10,17,0,18,13,19,4,20,4,21,0,22,10,23,19,24,8,25,12,26,7,27,3,28,23,29,17
3514,MYC,2,1,3,1,4,1,5,3,6,1,7,0,8,7,9,1,10,5,11,6,12,1,13,8,14,8,15,7,16,1,17,3,18,7,19,13,20,11,21,4,22,11,23,8,24,9,25,21,26,16,27,8,28,25,29,20
3515,MYC,2,0,3,2,4,0,5,4,6,0,7,2,8,6,9,0,10,0,11,1,12,9,13,1,14,6,15,3,16,10,17,0,18,13,19,4,20,4,21,0,22,10,23,19,24,8,25,12,26,7,27,3,28,24,29,17
3516,MYC,2,0,3,2,4,0,5,4,6,0,7,0,8,3,9,4,10,9,11,7,12,1,13,3,14,1,15,12,16,2,17,11,18,15,19,12,20,17,21,5,22,13,23,1,24,20,25,11,26,12,27,11,28,12,29,12
3517,MYC,2,0,3,2,4,0,5,4,6,0,7,2,8,6,9,0,10,0,11,1,12,9,13,1,14,6,15,3,16,10,17,0,18,13,19,4,20,4,21,0,22,10,23,19,24,8,25,12,26,7,27,3,28,24,29,17
3518,MYC,2,0,3,2,4,0,5,0,6,5,7,3,8,1,9,7,10,6,11,3,12,7,13,7,14,0,15,5,16,0,17,10,18,8,19,18,20,8,21,2,22,6,23,11,24,11,25,6,26,10,27,14,28,13,29,6
3519,MYC,2,0,3,2,4,0,5,4,6,0,7,2,8,6,9,0,10,0,11,1,12,9,13,1,14,6,15,3,16,10,17,0,18,13,19,4,20,4,21,0,22,10,23,19,24,8,25,12,26,7,27,3,28,24,29,17
3520,MYC,2,0,3,2,4,0,5,4,6,0,7,2,8,6,9,0,10,0,11,1,12,9,13,1,14,6,15,3,16,10,17,0,18,13,19,4,20,4,21,0,22,10,23,19,24,8,25,12,26,7,27,3,28,24,29,17
3521,MYC,2,0,3,1,4,0,5,4,6,1,7,0,8,0,9,3,10,8,11,4,12,4,13,10,14,10,15,10,16,11,17,5,18,6,19,7,20,14,21,19,22,7,23,17,24,17,25,4,26,21,27,16,28,11,29,21
3522,MYC,2,0,3,2,4,0,5,4,6,0,7,2,8,6,9,0,10,0,11,1,12,9,13,1,14,6,15,3,16,10,17,0,18,13,19,4,20,4,21,0,22,10,23,19,24,8,25,12,26,7,27,3,28,24,29,17
3523,MYC,2,0,3,2,4,0,5,0,6,5,7,3,8,2,9,2,10,3,11,0,12,3,13,9,14,7,15,11,16,7,17,15,18,12,19,6,20,2,21,16,22,21,23,2,24,10,25,9,26,25,27,7,28,8,29,16
3524,MYC,2,0,3,2,4,0,5,4,6,0,7,2,8,6,9,0,10,0,11,1,12,9,13,1,14,6,15,3,16,10,17,0,18,13,19,4,20,4,21,0,22,10,23,19,24,8,25,12,26,7,27,3,28,24,29,17
3525,MYC,2,1,3,1,4,3,5,3,6,1,7,5,8,0,9,6,10,8,11,2,12,8,13,8,14,8,15,14,16,13,17,6,18,3,19,3,20,11,21,4,22,15,23,22,24,16,25,7,26,16,27,8,28,25,29,14
3526,MYC,2,0,3,2,4,0,5,4,6,0,7,2,8,6,9,0,10,0,11,1,12,9,13,1,14,6,15,3,16,10,17,0,18,13,19,4,20,4,21,0,22,10,23,19,24,8,25,12,26,7,27,3,28,24,29,17
3527,MYC,2,0,3,1,4,0,5,3,6,4,7,0,8,0,9,4,10,5,11,9,12,1,13,12,14,12,15,7,16,2,17,3,18,1,19,13,20,0,21,15,22,11,23,8,24,9,25,20,26,12,27,25,28,20,29,28
3528,MYC,2,0,3,2,4,0,5,4,6,0,7,2,8,6,9,0,10,0,11,1,12,9,13,1,14,6,15,4,16,5,17,0,18,2,19,4,20,19,21,0,22,8,23,5,24,4,25,1,26,1,27,11,28,23,29,0
3529,MYC,2,0,3,2,4,2,5,1,6,1,7,6,8,2,9,2,10,3,11,0,12,3,13,2,14,7,15,11,16,7,17,15,18,12,19,6,20,5,21,17,22,0,23,2,24,18,25,16,26,25,27,7,28,4,29,2
3530,MYC,2,0,3,2,4,0,5,4,6,0,7,2,8,6,9,0,10,0,11,1,12,9,13,1,14,6,15,3,16,10,17,0,18,13,19,4,20,4,21,0,22,10,23,19,24,8,25,12,26,7,27,3,28,23,29,17
3531,MYC,2,1,3,0,4,1,5,3,6,1,7,0,8,7,9,1,10,9,11,6,12,2,13,6,14,5,15,2,16,1,17,9,18,7,19,10,20,7,21,11,22,18,23,7,24,0,25,8,26,19,27,1,28,2,29,27
3532,MYC,2,0,3,2,4,0,5,4,6,0,7,2,8,6,9,0,10,0,11,1,12,9,13,1,14,6,15,3,16,10,17,0,18,13,19,4,20,4,21,0,22,10,23,19,24,8,25,12,26,7,27,3,28,24,29,17
3533,MYC,2,0,3,1,4,0,5,3,6,1,7,0,8,0,9,3,10,8,11,4,12,4,13,10,14,10,15,10,16,11,17,5,18,6,19,16,20,14,21,19,22,7,23,17,24,17,25,22,26,21,27,16,28,11,29,8
3534,MYC,2,0,3,2,4,0,5,4,6,0,7,2,8,6,9,0,10,0,11,1,12,9,13,1,14,6,15,3,16,10,17,0,18,13,19,4,20,4,21,0,22,10,23,19,24,8,25,12,26,7,27,3,28,24,29,17
3535,MYC,2,0,3,2,4,0,5,4,6,0,7,2,8,6,9,0,10,0,11,1,12,9,13,1,14,6,15,3,16,10,17,0,18,13,19,4,20,4,21,0,22,10,23,19,24,8,25,12,26,7,27,3,28,24,29,17
3536,MYC,2,1,3,1,4,3,5,3,6,1,7,5,8,0,9,6,10,8,11,9,12,8,13,8,14,8,15,6,16,13,17,6,18,3,19,3,20,11,21,4,22,15,23,8,24,6,25,7,26,16,27,17,28,19,29,20
3537,MYC,2,0,3,2,4,0,5,4,6,0,7,2,8,6,9,0,10,0,11,1,12,9,13,1,14,6,15,3,16,10,17,0,18,13,19,4,20,4,21,0,22,10,23,19,24,8,25,12,26,7,27,3,28,24,29,17
3538,MYC,2,0,3,1,4,0,5,3,6,1,7,0,8,3,9,4,10,8,11,7,12,4,13,3,14,12,15,0,16,11,17,5,18,15,19,7,20,14,21,19,22,12,23,4,24,17,25,4,26,21,27,19,28,11,29,21
3539,MYC,2,0,3,2,4,0,5,4,6,0,7,2,8,6,9,0,10,0,11,1,12,9,13,1,14,6,15,3,16,10,17,0,18,13,19,4,20,4,21,0,22,10,23,19,24,8,25,12,26,7,27,3,28,24,29,17
3540,MYC,2,0,3,2,4,0,5,4,6,0,7,2,8,3,9,4,10,9,11,7,12,1,13,9,14,1,15,4,16,3,17,15,18,11,19,0,20,2,21,13,22,20,23,4,24,18,25,16,26,0,27,7,28,8,29,12
3541,MYC,2,0,3,2,4,0,5,4,6,0,7,2,8,6,9,0,10,0,11,1,12,9,13,1,14,6,15,3,16,10,17,0,18,13,19,4,20,4,21,0,22,10,23,19,24,8,25,12,26,7,27,3,28,23,29,17
3542,MYC,2,1,3,0,4,3,5,2,6,2,7,1,8,4,9,5,10,2,11,8,12,10,13,4,14,2,15,14,16,4,17,1,18,9,19,15,20,12,21,1,22,16,23,15,24,7,25,14,26,8,27,18,28,3,29,9
3543,MYC,2,0,3,2,4,0,5,4,6,0,7,2,8,6,9,0,10,0,11,1,12,9,13,1,14,6,15,3,16,10,17,0,18,13,19,4,20,4,21,0,22,10,23,19,24,8,25,12,26,7,27,3,28,24,29,17
3544,MYC,2,0,3,2,4,0,5,4,6,0,7,2,8,6,9,0,10,0,11,1,12,9,13,1,14,6,15,3,16,10,17,0,18,13,19,4,20,4,21,0,22,10,23,19,24,8,25,12,26,7,27,3,28,23,29,17
3545,MYC,2,0,3,2,4,0,5,0,6,5,7,3,8,1,9,7,10,6,11,3,12,7,13,7,14,0,15,5,16,0,17,10,18,8,19,18,20,8,21,2,22,6,23,11,24,11,25,6,26,10,27,4,28,10,29,6
3546,MYC,2,0,3,2,4,0,5,4,6,0,7,2,8,6,9,0,10,0,11,1,12,9,13,1,14,6,15,3,16,10,17,0,18,13,19,4,20,4,21,0,22,10,23,19,24,8,25,12,26,7,27,3,28,23,29,17
3547,MYC,2,0,3,2,4,0,5,4,6,0,7,0,8,3,9,4,10,5,11,9,12,1,13,3,14,12,15,0,16,2,17,12,18,1,19,9,20,16,21,14,22,12,23,12,24,20,25,11,26,14,27,25,28,27,29,0
3548,MYC,2,0,3,2,4,0,5,4,6,0,7,2,8,6,9,0,10,0,11,1,12,9,13,1,14,6,15,3,16,10,17,0,18,13,19,4,20,4,21,0,22,10,23,19,24,8,25,12,26,7,27,3,28,24,29,17
3549,MYC,2,0,3,1,4,0,5,0,6,1,7,0,8,0,9,4,10,8,11,9,12,4,13,9,14,10,15,7,16,2,17,3,18,1,19,7,20,0,21,15,22,13,23,1,24,17,25,20,26,21,27,16,28,12,29,25
3550,MYC,2,0,3,2,4,0,5,4,6,0,7,2,8,6,9,0,10,0,11,1,12,9,13,1,14,6,15,3,16,10,17,0,18,13,19,4,20,4,21,0,22,10,23,19,24,8,25,12,26,7,27,3,28,24,29,17
3551,MYC,2,0,3,2,4,0,5,0,6,5,7,3,8,3,9,4,10,6,11,7,12,5,13,9,14,13,15,12,16,3,17,2,18,17,19,2,20,17,21,5,22,1,23,9,24,1,25,15,26,2,27,23,28,10,29,26
3552,MYC,2,0,3,2,4,0,5,4,6,0,7,2,8,6,9,0,10,0,11,1,12,9,13,1,14,6,15,3,16,10,17,0,18,13,19,4,20,4,21,0,22,10,23,19,24,8,25,12,26,7,27,3,28,24,29,17
3553,MYC,2,1,3,0,4,1,5,2,6,2,7,1,8,4,9,5,10,2,11,8,12,10,13,4,14,2,15,13,16,4,17,1,18,9,19,15,20,3,21,8,22,16,23,16,24,7,25,19,26,22,27,18,28,3,29,9
3554,MYC,2,0,3,2,4,0,5,4,6,0,7,2,8,6,9,0,10,0,11,1,12,9,13,1,14,6,15,3,16,10,17,0,18,13,19,4,20,4,21,0,22,10,23,19,24,8,25,12,26,7,27,3,28,24,29,17
3555,MYC,2,0,3,2,4,0,5,0,6,1,7,0,8,3,9,4,10,6,11,7,12,4,13,9,14,13,15,0,16,3,17,12,18,15,19,0,20,2,21,5,22,1,23,4,24,22,25,11,26,0,27,23,28,2,29,19
3556,MYC,2,0,3,2,4,0,5,4,6,0,7,2,8,6,9,0,10,0,11,1,12,9,13,1,14,6,15,4,16,5,17,0,18,13,19,4,20,17,21,0,22,8,23,5,24,1,25,10,26,15,27,11,28,27,29,23
3557,MYC,2,0,3,2,4,0,5,4,6,0,7,2,8,3,9,2,10,3,11,7,12,3,13,9,14,7,15,11,16,3,17,15,18,12,19,0,20,2,21,13,22,0,23,2,24,18,25,16,26,25,27,7,28,8,29,2
3558,MYC,2,0,3,1,4,0,5,3,6,1,7,0,8,0,9,4,10,5,11,9,12,1,13,8,14,8,15,7,16,2,17,3,18,16,19,13,20,0,21,15,22,11,23,8,24,9,25,20,26,16,27,25,28,20,29,20
3559,MYC,2,0,3,2,4,0,5,4,6,0,7,2,8,6,9,0,10,0,11,1,12,9,13,1,14,6,15,3,16,10,17,0,18,13,19,4,20,4,21,0,22,10,23,19,24,8,25,12,26,7,27,3,28,24,29,17
3560,MYC,2,0,3,2,4,0,5,4,6,0,7,0,8,6,9,0,10,9,11,7,12,1,13,11,14,1,15,4,16,5,17,12,18,11,19,4,20,16,21,14,22,20,23,4,24,22,25,11,26,0,27,15,28,2,29,7
3561,MYC,2,0,3,2,4,0,5,4,6,0,7,2,8,6,9,0,10,0,11,1,12,9,13,1,14,6,15,4,16,5,17,0,18,13,19,4,20,4,21,0,22,8,23,5,24,4,25,1,26,1,27,3,28,23,29,17
3562,MYC,2,0,3,2,4,0,5,0,6,5,7,3,8,1,9,7,10,6,11,3,12,7,13,7,14,0,15,5,16,0,17,10,18,8,19,18,20,8,21,2,22,6,23,11,24,11,25,6,26,10,27,4,28,13,29,6
3563,MYC,2,0,3,2,4,0,5,4,6,0,7,2,8,6,9,0,10,0,11,1,12,9,13,1,14,6,15,3,16,10,17,0,18,13,19,4,20,4,21,0,22,10,23,19,24,8,25,12,26,7,27,3,28,24,29,17
3564,MYC,2,1,3,0,4,3,5,3,6,2,7,5,8,0,9,6,10,2,11,2,12,8,13,8,14,4,15,6,16,13,17,6,18,3,19,3,20,18,21,12,22,15,23,22,24,6,25,3,26,5,27,10,28,19,29,4
3565,MYC,2,0,3,2,4,0,5,4,6,0,7,2,8,6,9,0,10,0,11,1,12,9,13,1,14,6,15,3,16,10,17,0,18,13,19,4,20,4,21,0,22,10,23,19,24,8,25,12,26,7,27,3,28,24,29,17
3566,MYC,2,0,3,1,4,0,5,4,6,4,7,0,8,0,9,3,10,8,11,4,12,4,13,10,14,10,15,10,16,11,17,5,18,15,19,7,20,14,21,19,22,7,23,17,24,15,25,4,26,21,27,19,28,11,29,21
3567,MYC,2,0,3,2,4,0,5,4,6,0,7,2,8,6,9,0,10,0,11,1,12,9,13,1,14,6,15,3,16,10,17,0,18,13,19,4,20,4,21,0,22,10,23,19,24,8,25,12,26,7,27,3,28,23,29,17
3568,MYC,2,0,3,1,4,0,5,4,6,4,7,0,8,3,9,3,10,5,11,7,12,3,13,9,14,7,15,11,16,3,17,15,18,12,19,0,20,2,21,13,22,0,23,12,24,18,25,4,26,25,27,7,28,8,29,2
3569,MYC,2,0,3,2,4,0,5,4,6,0,7,2,8,6,9,0,10,0,11,1,12,9,13,1,14,6,15,3,16,10,17,0,18,13,19,4,20,4,21,0,22,10,23,19,24,8,25,12,26,7,27,3,28,24,29,17
3570,MYC,2,1,3,0,4,1,5,2,6,2,7,1,8,4,9,5,10,2,11,8,12,10,13,4,14,2,15,13,16,4,17,1,18,9,19,1,20,12,21,20,22,16,23,15,24,7,25,0,26,22,27,18,28,3,29,1
3571,MYC,2,0,3,2,4,0,5,4,6,0,7,2,8,6,9,0,10,0,11,1,12,9,13,1,14,6,15,3,16,10,17,0,18,13,19,4,20,4,21,0,22,10,23,19,24,8,25,12,26,7,27,3,28,24,29,17
3572,MYC,2,0,3,1,4,0,5,3,6,1,7,4,8,0,9,3,10,8,11,4,12,4,13,10,14,10,15,10,16,11,17,5,18,6,19,7,20,14,21,19,22,7,23,17,24,15,25,22,26,21,27,16,28,11,29,8
3573,MYC,2,0,3,2,4,0,5,4,6,0,7,2,8,6,9,0,10,0,11,1,12,9,13,1,14,6,15,4,16,10,17,0,18,13,19,4,20,4,21,0,22,8,23,5,24,8,25,12,26,7,27,3,28,23,29,17
3574,MYC,2,1,3,1,4,1,5,3,6,1,7,4,8,7,9,3,10,8,11,4,12,4,13,10,14,10,15,10,16,11,17,5,18,6,19,16,20,14,21,19,22,7,23,17,24,15,25,22,26,6,27,21,28,15,29,8
3575,MYC,2,0,3,2,4,0,5,4,6,0,7,2,8,6,9,0,10,0,11,1,12,9,13,1,14,6,15,4,16,10,17,0,18,13,19,4,20,4,21,0,22,8,23,5,24,8,25,12,26,7,27,3,28,23,29,17
3576,MYC,2,0,3,1,4,0,5,3,6,4,7,0,8,0,9,3,10,5,11,7,12,1,13,0,14,12,15,0,16,12,17,12,18,1,19,14,20,1,21,18,22,3,23,12,24,21,25,13,26,23,27,19,28,6,29,28
3577,MYC,2,0,3,2,4,0,5,4,6,0,7,2,8,6,9,0,10,0,11,1,12,9,13,1,14,6,15,3,16,10,17,0,18,13,19,4,20,4,21,0,22,10,23,19,24,8,25,12,26,7,27,3,28,24,29,17
3578,MYC,2,0,3,1,4,0,5,3,6,4,7,4,8,0,9,3,10,7,11,7,12,6,13,0,14,12,15,8,16,12,17,8,18,15,19,14,20,1,21,18,22,3,23,21,24,21,25,13,26,23,27,20,28,7,29,28
3579,MYC,2,0,3,2,4,0,5,4,6,0,7,2,8,6,9,0,10,0,11,1,12,9,13,1,14,6,15,3,16,10,17,0,18,13,19,4,20,4,21,0,22,10,23,19,24,8,25,12,26,7,27,3,28,24,29,17
3580,MYC,2,0,3,1,4,0,5,4,6,4,7,4,8,0,9,3,10,7,11,7,12,6,13,0,14,12,15,8,16,12,17,8,18,15,19,14,20,1,21,18,22,3,23,21,24,21,25,13,26,23,27,20,28,6,29,15
3581,MYC,2,0,3,2,4,0,5,4,6,0,7,2,8,6,9,0,10,0,11,1,12,9,13,1,14,6,15,3,16,10,17,0,18,13,19,4,20,4,21,0,22,10,23,19,24,8,25,12,26,7,27,3,28,24,29,17
3582,MYC,2,1,3,0,4,1,5,3,6,1,7,1,8,7,9,1,10,4,11,8,12,2,13,6,14,5,15,9,16,8,17,14,18,5,19,10,20,9,21,6,22,19,23,20,24,12,25,8,26,11,27,9,28,26,29,27
3583,MYC,2,0,3,2,4,0,5,4,6,0,7,2,8,6,9,0,10,0,11,1,12,9,13,1,14,6,15,3,16,10,17,0,18,13,19,4,20,4,21,0,22,10,23,19,24,8,25,12,26,7,27,3,28,24,29,17
3584,MYC,2,0,3,1,4,0,5,4,6,1,7,0,8,0,9,4,10,8,11,9,12,4,13,10,14,10,15,10,16,11,17,5,18,6,19,7,20,14,21,19,22,7,23,17,24,17,25,4,26,21,27,16,28,11,29,25
3585,MYC,2,0,3,2,4,0,5,4,6,0,7,2,8,6,9,0,10,0,11,1,12,9,13,1,14,6,15,3,16,10,17,0,18,13,19,4,20,4,21,0,22,8,23,5,24,8,25,12,26,7,27,3,28,23,29,17
3586,MYC,2,0,3,1,4,0,5,0,6,5,7,3,8,1,9,7,10,6,11,3,12,7,13,7,14,0,15,5,16,0,17,10,18,8,19,11,20,13,21,2,22,6,23,11,24,11,25,6,26,4,27,4,28,5,29,6
3587,MYC,2,0,3,2,4,0,5,4,6,0,7,2,8,6,9,0,10,0,11,1,12,9,13,1,14,6,15,3,16,10,17,0,18,13,19,4,20,4,21,0,22,10,23,19,24,8,25,12,26,7,27,3,28,23,29,17
3588,MYC,2,1,3,1,4,3,5,3,6,1,7,5,8,0,9,6,10,8,11,2,12,8,13,8,14,4,15,6,16,13,17,6,18,3,19,3,20,11,21,12,22,15,23,22,24,6,25,3,26,5,27,10,28,19,29,4
3589,MYC,2,0,3,2,4,0,5,4,6,0,7,2,8,6,9,0,10,0,11,1,12,9,13,1,14,6,15,3,16,10,17,0,18,13,19,4,20,4,21,0,22,10,23,19,24,8,25,12,26,7,27,3,28,24,29,17
3590,MYC,2,0,3,1,4,0,5,3,6,1,7,4,8,0,9,3,10,9,11,7,12,4,13,3,14,12,15,0,16,9,17,12,18,15,19,7,20,16,21,18,22,5,23,4,24,22,25,11,26,23,27,19,28,11,29,21
3591,MYC,2,0,3,2,4,0,5,4,6,0,7,2,8,6,9,0,10,0,11,1,12,9,13,1,14,6,15,4,16,5,17,16,18,2,19,4,20,19,21,0,22,8,23,0,24,4,25,1,26,1,27,3,28,23,29,0
3592,MYC,2,0,3,1,4,0,5,3,6,4,7,4,8,3,9,3,10,5,11,7,12,4,13,0,14,12,15,0,16,9,17,12,18,15,19,14,20,1,21,18,22,5,23,4,24,21,25,11,26,23,27,20,28,6,29,5
3593,MYC,2,0,3,2,4,0,5,4,6,0,7,2,8,6,9,0,10,0,11,1,12,9,13,1,14,6,15,3,16,10,17,0,18,13,19,4,20,4,21,0,22,8,23,5,24,4,25,1,26,1,27,3,28,23,29,17
3594,MYC,2,0,3,1,4,1,5,3,6,1,7,0,8,0,9,3,10,8,11,4,12,4,13,10,14,10,15,10,16,11,17,5,18,1,19,7,20,14,21,19,22,3,23,12,24,15,25,22,26,21,27,19,28,11,29,5
3595,MYC,2,0,3,2,4,0,5,4,6,0,7,2,8,6,9,0,10,0,11,1,12,9,13,1,14,6,15,3,16,10,17,0,18,13,19,4,20,4,21,0,22,10,23,19,24,8,25,12,26,7,27,3,28,24,29,17
3596,MYC,2,0,3,2,4,0,5,4,6,0,7,0,8,3,9,4,10,9,11,7,12,1,13,3,14,1,15,0,16,2,17,11,18,16,19,12,20,16,21,14,22,13,23,1,24,23,25,11,26,12,27,15,28,20,29,12
3597,MYC,2,0,3,2,4,0,5,4,6,0,7,2,8,6,9,0,10,0,11,1,12,9,13,1,14,6,15,3,16,10,17,0,18,13,19,4,20,4,21,0,22,8,23,19,24,4,25,1,26,1,27,3,28,23,29,17
3598,MYC,2,0,3,2,4,0,5,0,6,0,7,0,8,3,9,4,10,9,11,7,12,5,13,9,14,1,15,12,16,3,17,15,18,2,19,0,20,2,21,13,22,20,23,4,24,20,25,16,26,25,27,7,28,8,29,12
3599,MYC,2,0,3,2,4,0,5,4,6,0,7,2,8,6,9,0,10,0,11,1,12,9,13,1,14,6,15,3,16,10,17,0,18,13,19,4,20,4,21,0,22,10,23,19,24,8,25,12,26,7,27,3,28,23,29,17
3600,MYC,2,1,3,1,4,1,5,3,6,1,7,0,8,7,9,4,10,8,11,6,12,4,13,10,14,9,15,0,16,1,17,12,18,15,19,7,20,16,21,11,22,18,23,7,24,22,25,22,26,21,27,1,28,2,29,21
3601,MYC,2,0,3,2,4,0,5,4,6,0,7,2,8,6,9,0,10,0,11,1,12,9,13,1,14,6,15,3,16,10,17,0,18,13,19,4,20,4,21,0,22,10,23,19,24,8,25,12,26,7,27,3,28,24,29,17
3602,MYC,2,0,3,2,4,0,5,4,6,0,7,2,8,6,9,0,10,9,11,1,12,9,13,1,14,1,15,4,16,5,17,11,18,13,19,4,20,16,21,14,22,8,23,5,24,23,25,12,26,15,27,11,28,1,29,12
3603,MYC,2,0,3,2,4,0,5,4,6,0,7,2,8,6,9,0,10,0,11,1,12,9,13,1,14,6,15,3,16,10,17,0,18,13,19,4,20,4,21,0,22,10,23,19,24,8,25,12,26,7,27,3,28,23,29,17
3604,MYC,2,0,3,2,4,0,5,4,6,0,7,2,8,6,9,0,10,0,11,1,12,9,13,1,14,6,15,3,16,10,17,0,18,13,19,4,20,4,21,0,22,10,23,19,24,8,25,12,26,7,27,3,28,23,29,17
3605,MYC,2,1,3,0,4,3,5,3,6,1,7,5,8,7,9,1,10,2,11,6,12,2,13,6,14,8,15,14,16,1,17,9,18,5,19,10,20,11,21,4,22,2,23,20,24,16,25,21,26,8,27,6,28,25,29,14
